# name              	length	av.qual	#-reads	mx.cov.	av.cov	GC%	CnIUPAC	CnFunny	CnN	CnX	CnGap	CnNoCov
minuta_rep_c1736    	331	36	5	5	3.27	49.85	0	0	0	0	2	0
minuta_c1737        	638	41	5	4	2.66	70.88	13	0	0	0	4	0
minuta_rep_c1738    	867	36	6	5	1.80	51.79	0	0	0	0	2	0
minuta_rep_c1739    	404	38	5	5	4.09	55.69	0	0	0	0	2	0
minuta_rep_c1740    	1640	47	12	4	2.11	54.84	8	0	0	0	2	0
minuta_rep_c1741    	363	40	7	6	4.26	35.08	1	0	0	0	1	0
minuta_rep_c1742    	558	52	5	4	1.93	45.67	3	0	1	0	0	0
minuta_rep_c1743    	1277	48	21	12	4.78	43.36	4	0	0	0	5	0
minuta_rep_c1744    	561	46	5	4	2.12	42.96	0	0	0	0	3	0
minuta_rep_c1745    	388	42	7	6	2.89	75.00	0	0	0	0	0	0
minuta_rep_c1746    	2181	53	28	10	4.33	47.95	10	0	2	0	5	0
minuta_rep_c1747    	528	36	5	4	2.62	49.05	0	0	0	0	3	0
minuta_rep_c1748    	826	39	8	6	2.76	64.03	2	0	1	0	5	0
minuta_c1749        	432	38	5	5	4.28	36.11	0	0	0	0	1	0
minuta_rep_c1750    	601	34	5	5	2.25	49.75	0	0	0	0	0	0
minuta_rep_c1751    	444	53	27	25	9.29	42.05	4	0	0	0	5	0
minuta_rep_c1752    	659	39	6	4	2.86	36.83	2	0	0	0	2	0
minuta_rep_c1753    	764	39	7	5	2.57	60.08	0	0	0	0	2	0
minuta_rep_c1754    	650	38	7	6	3.65	43.85	0	0	0	0	1	0
minuta_rep_c1755    	448	56	6	6	3.73	58.41	8	0	0	0	1	0
minuta_c1756        	530	35	7	5	2.85	48.11	0	0	0	0	2	0
minuta_rep_c1757    	467	41	6	6	5.79	58.46	0	0	0	0	1	0
minuta_rep_c1758    	430	53	9	8	3.45	44.52	1	0	0	0	0	0
minuta_rep_c1759    	337	52	12	6	3.60	44.31	3	0	0	0	3	0
minuta_rep_c1760    	472	39	7	7	4.52	47.25	0	0	0	0	3	0
minuta_rep_c1761    	680	36	11	6	4.13	44.56	0	0	0	0	4	0
minuta_rep_c1762    	681	34	5	5	2.56	41.65	4	0	0	0	2	0
minuta_rep_c1763    	355	71	8	7	6.58	34.65	0	0	0	0	3	0
minuta_rep_c1764    	529	37	7	6	3.80	36.48	0	0	0	0	0	0
minuta_rep_c1765    	1091	47	16	10	3.23	46.42	0	0	1	0	3	0
minuta_rep_c1766    	314	56	15	13	10.77	29.62	0	0	0	0	0	0
minuta_rep_c1767    	844	36	6	3	1.82	44.01	1	0	0	0	0	0
minuta_rep_c1768    	795	39	8	5	3.53	56.68	1	0	0	0	7	0
minuta_rep_c1769    	504	52	6	6	2.97	41.13	8	0	0	0	1	0
minuta_rep_c1770    	931	46	11	7	3.33	44.20	17	0	0	0	0	0
minuta_rep_c1771    	530	34	6	4	2.86	44.34	0	0	0	0	0	0
minuta_rep_c1772    	485	50	8	6	3.56	49.59	3	0	0	0	3	0
minuta_rep_c1773    	455	32	6	6	3.24	42.20	0	0	0	0	3	0
minuta_rep_c1774    	454	40	7	6	4.31	44.15	1	0	0	0	0	0
minuta_rep_c1775    	757	42	5	5	2.30	38.89	1	0	0	0	0	0
minuta_rep_c1776    	333	40	8	8	6.73	42.04	0	0	0	0	2	0
minuta_rep_c1777    	389	73	6	5	4.61	45.76	0	0	0	0	3	0
minuta_rep_c1778    	843	40	6	4	1.78	45.39	7	0	1	0	1	0
minuta_rep_c1779    	468	49	13	12	8.47	42.74	0	0	0	0	0	0
minuta_rep_c1780    	701	38	6	5	2.27	46.20	4	0	0	0	1	0
minuta_rep_c1781    	762	52	21	14	4.48	43.99	5	0	0	0	2	0
minuta_rep_c1782    	353	53	8	8	7.14	47.03	0	0	0	0	1	0
minuta_rep_c1783    	480	32	8	8	4.93	44.17	0	0	0	0	3	0
minuta_rep_c1784    	306	55	7	7	5.86	62.75	0	0	0	0	9	0
minuta_rep_c1785    	1056	42	7	4	2.29	38.39	1	0	0	0	2	0
minuta_rep_c1786    	588	41	6	5	2.19	38.27	0	0	0	0	1	0
minuta_rep_c1787    	163	31	7	7	3.88	42.94	0	0	0	0	0	0
minuta_rep_c1788    	434	61	6	5	3.71	57.38	7	0	0	0	1	0
minuta_rep_c1789    	478	42	7	7	4.07	45.57	4	0	0	0	5	0
minuta_rep_c1790    	389	35	5	5	4.16	43.19	0	0	0	0	2	0
minuta_rep_c1791    	468	40	6	6	4.79	40.60	0	0	0	0	2	0
minuta_rep_c1792    	387	41	6	6	4.89	46.77	0	0	0	0	4	0
minuta_rep_c1793    	243	37	6	6	5.81	47.33	0	0	0	0	0	0
minuta_rep_c1794    	390	60	5	5	3.75	61.54	0	0	0	0	3	0
minuta_rep_c1795    	388	38	7	7	5.26	46.39	0	0	0	0	2	0
minuta_rep_c1796    	2670	57	32	9	3.94	46.24	23	0	0	0	7	0
minuta_rep_c1797    	688	38	5	3	1.48	45.11	3	0	0	0	0	0
minuta_rep_c1798    	435	30	6	5	3.00	47.00	1	0	0	0	1	0
minuta_rep_c1799    	857	43	7	5	2.71	46.67	0	0	0	0	2	0
minuta_rep_c1800    	607	39	6	6	2.94	41.02	0	0	0	0	3	0
minuta_rep_c1801    	421	37	5	5	3.51	50.12	0	0	0	0	0	0
minuta_rep_c1802    	1035	33	7	5	2.03	45.02	0	0	0	0	0	0
minuta_rep_c1803    	728	32	5	3	2.11	42.58	0	0	0	0	0	0
minuta_rep_c1804    	413	60	6	5	4.02	55.75	4	0	0	0	4	0
minuta_rep_c1805    	1336	64	21	6	3.60	46.28	18	0	0	0	6	0
minuta_rep_c1806    	450	43	6	5	4.15	45.88	1	0	0	0	2	0
minuta_rep_c1807    	935	45	7	5	2.48	45.92	3	0	0	0	1	0
minuta_rep_c1808    	868	39	7	5	2.71	47.46	1	0	1	0	3	0
minuta_rep_c1809    	524	49	9	6	2.75	46.62	7	0	0	0	4	0
minuta_rep_c1810    	770	32	5	4	2.15	36.07	2	0	0	0	4	0
minuta_rep_c1811    	374	35	5	4	3.65	29.68	0	0	0	0	5	0
minuta_rep_c1812    	938	42	8	4	2.73	55.10	14	0	2	0	0	0
minuta_rep_c1813    	539	37	5	4	2.75	52.32	0	0	0	0	0	0
minuta_rep_c1814    	805	32	6	3	1.59	40.22	2	0	0	0	5	0
minuta_rep_c1815    	390	50	8	6	4.25	52.59	4	0	0	0	5	0
minuta_rep_c1816    	647	52	8	7	3.50	44.11	10	0	0	0	0	0
minuta_rep_c1817    	1875	52	18	8	3.01	46.84	7	0	0	0	6	0
minuta_rep_c1818    	1709	48	22	13	2.89	38.40	6	0	0	0	2	0
minuta_rep_c1819    	921	59	29	20	8.82	40.54	1	0	0	0	7	0
minuta_rep_c1820    	804	42	5	3	1.98	43.70	3	0	0	0	2	0
minuta_rep_c1821    	451	36	5	5	3.15	41.56	0	0	1	0	6	0
minuta_rep_c1822    	653	55	7	6	2.91	39.05	0	0	0	0	2	0
minuta_rep_c1823    	1963	60	32	13	4.63	43.29	4	0	0	0	3	0
minuta_rep_c1824    	698	33	7	6	2.40	40.54	0	0	0	0	1	0
minuta_rep_c1825    	324	45	6	6	3.29	40.74	0	0	0	0	2	0
minuta_rep_c1826    	286	33	6	5	3.77	42.31	0	0	0	0	0	0
minuta_rep_c1827    	873	43	7	6	3.42	45.07	0	0	1	0	2	0
minuta_rep_c1828    	309	48	6	5	3.98	33.77	1	0	0	0	0	0
minuta_rep_c1829    	804	40	7	6	2.32	45.01	2	0	0	0	2	0
minuta_rep_c1830    	672	43	11	6	3.47	56.18	1	0	0	0	4	0
minuta_rep_c1831    	681	52	6	4	1.96	41.99	7	0	0	0	1	0
minuta_rep_c1832    	706	49	8	6	2.73	44.19	0	0	0	0	3	0
minuta_rep_c1833    	304	31	5	5	2.41	35.53	0	0	0	0	1	0
minuta_rep_c1834    	204	44	10	9	4.60	40.10	2	0	0	0	0	0
minuta_rep_c1835    	863	43	18	12	6.69	56.89	0	0	0	0	3	0
minuta_rep_c1836    	430	40	6	5	3.80	42.39	3	0	0	0	3	0
minuta_rep_c1837    	380	33	5	5	3.00	48.95	0	0	0	0	2	0
minuta_rep_c1838    	480	32	5	5	2.59	55.42	0	0	0	0	1	0
minuta_rep_c1839    	2325	69	55	25	8.18	53.38	0	0	0	0	8	0
minuta_rep_c1840    	777	38	6	4	2.56	51.74	0	0	0	0	0	0
minuta_rep_c1841    	350	36	8	8	7.12	59.14	0	0	0	0	3	0
minuta_rep_c1842    	340	39	8	8	7.02	45.00	0	0	0	0	1	0
minuta_rep_c1843    	338	32	6	6	3.72	42.31	0	0	0	0	1	0
minuta_rep_c1844    	437	35	5	5	2.45	35.48	3	0	0	0	1	0
minuta_rep_c1845    	799	35	6	4	2.42	44.93	0	0	0	0	1	0
minuta_rep_c1846    	608	37	7	4	2.36	49.09	2	0	1	0	4	0
minuta_rep_c1847    	779	33	5	5	2.28	40.87	0	0	1	0	2	0
minuta_rep_c1848    	431	53	7	7	5.19	67.05	0	0	0	0	2	0
minuta_rep_c1849    	330	38	5	5	2.10	25.45	0	0	0	0	0	0
minuta_rep_c1850    	815	37	5	4	1.47	49.08	2	0	0	0	0	0
minuta_rep_c1851    	737	49	10	6	3.43	41.31	6	0	0	0	4	0
minuta_rep_c1852    	744	38	5	5	2.50	44.53	3	0	0	0	1	0
minuta_rep_c1853    	1626	47	18	6	2.93	40.24	23	0	0	0	8	0
minuta_rep_c1854    	657	44	6	4	2.43	51.40	13	0	0	0	2	0
minuta_rep_c1855    	487	43	6	5	3.81	50.52	10	0	0	0	3	0
minuta_rep_c1856    	1023	50	8	6	2.81	40.98	3	0	0	0	3	0
minuta_rep_c1857    	499	61	5	5	3.10	42.48	0	0	0	0	1	0
minuta_rep_c1858    	474	37	7	7	5.70	56.33	0	0	0	0	1	0
minuta_rep_c1859    	312	37	5	5	4.57	50.64	0	0	0	0	3	0
minuta_rep_c1860    	1554	62	28	10	4.39	49.48	16	0	0	0	7	0
minuta_rep_c1861    	905	36	7	5	2.34	45.02	1	0	0	0	3	0
minuta_rep_c1862    	837	42	7	4	2.27	51.50	2	0	0	0	4	0
minuta_rep_c1863    	567	38	7	5	2.63	61.38	0	0	0	0	6	0
minuta_rep_c1864    	853	37	7	6	3.15	40.14	1	0	0	0	3	0
minuta_rep_c1865    	324	32	5	3	1.56	45.37	0	0	0	0	1	0
minuta_rep_c1866    	611	36	5	5	2.31	39.61	0	0	0	0	1	0
minuta_rep_c1867    	457	66	6	6	4.85	46.61	0	0	0	0	1	0
minuta_rep_c1868    	702	42	6	6	3.38	52.85	0	0	0	0	1	0
minuta_rep_c1869    	691	50	6	6	1.92	39.86	1	0	0	0	1	0
minuta_rep_c1870    	441	61	5	4	3.20	44.75	3	0	0	0	2	0
minuta_rep_c1871    	858	38	6	5	1.91	45.80	0	0	0	0	1	0
minuta_rep_c1872    	763	48	7	4	2.80	58.40	1	0	0	0	3	0
minuta_rep_c1873    	1326	41	8	4	2.59	59.20	0	0	0	0	2	0
minuta_rep_c1874    	466	36	5	5	2.86	46.78	0	0	0	0	6	0
minuta_c1875        	336	38	5	5	3.08	36.01	0	0	0	0	4	0
minuta_rep_c1876    	732	33	5	4	1.34	40.36	1	0	0	0	0	0
minuta_rep_c1877    	697	44	7	5	2.66	41.19	27	0	0	0	0	0
minuta_rep_c1878    	823	39	7	6	2.81	45.81	0	0	0	0	5	0
minuta_rep_c1879    	954	41	7	5	2.18	57.23	0	0	0	0	2	0
minuta_rep_c1880    	628	49	7	6	3.06	51.62	10	0	0	0	5	0
minuta_rep_c1881    	533	36	8	7	3.91	47.09	0	0	0	0	4	0
minuta_rep_c1882    	716	51	6	5	2.56	46.23	0	0	0	0	1	0
minuta_rep_c1883    	446	35	5	5	3.94	64.57	0	0	0	0	1	0
minuta_rep_c1884    	576	33	7	6	2.42	43.92	0	0	0	0	3	0
minuta_rep_c1885    	723	44	9	7	3.39	51.80	1	0	0	0	1	0
minuta_rep_c1886    	657	42	16	16	6.41	48.59	19	0	0	0	2	0
minuta_rep_c1887    	352	41	6	6	5.43	45.45	0	0	0	0	2	0
minuta_rep_c1888    	813	38	8	4	1.91	43.09	3	0	0	0	0	0
minuta_rep_c1889    	832	35	6	4	1.76	48.38	1	0	0	0	2	0
minuta_rep_c1890    	1076	47	8	4	2.55	47.96	0	0	0	0	2	0
minuta_rep_c1891    	312	42	8	8	7.75	44.55	0	0	0	0	0	0
minuta_rep_c1892    	423	53	7	6	3.56	55.21	1	0	0	0	2	0
minuta_rep_c1893    	767	49	8	7	4.04	56.47	2	0	0	0	17	0
minuta_rep_c1894    	362	55	6	5	3.31	37.57	0	0	0	0	1	0
minuta_rep_c1895    	656	47	8	6	3.54	50.46	0	0	0	0	2	0
minuta_rep_c1896    	789	42	5	5	2.83	46.06	3	0	0	0	4	0
minuta_rep_c1897    	402	82	5	5	5.00	47.76	0	0	0	0	0	0
minuta_rep_c1898    	868	45	14	12	5.13	38.50	3	0	0	0	5	0
minuta_rep_c1899    	717	57	7	6	3.34	41.84	0	0	0	0	5	0
minuta_rep_c1900    	306	30	7	5	2.18	45.57	1	0	0	0	0	0
minuta_rep_c1901    	560	38	6	6	3.59	43.93	0	0	0	0	1	0
minuta_rep_c1902    	710	43	6	5	2.61	50.14	8	0	0	0	0	0
minuta_rep_c1903    	1135	36	6	4	1.67	45.64	0	0	0	0	0	0
minuta_rep_c1904    	1069	54	29	25	3.82	44.52	2	0	0	0	2	0
minuta_rep_c1905    	727	37	6	3	2.03	36.97	2	0	0	0	1	0
minuta_rep_c1906    	302	61	6	6	3.06	49.17	1	0	0	0	1	0
minuta_rep_c1907    	426	48	6	6	3.74	39.34	4	0	0	0	3	0
minuta_rep_c1908    	1615	63	28	9	5.19	45.80	21	0	0	0	10	0
minuta_rep_c1909    	501	47	7	6	3.67	44.60	1	0	0	0	0	0
minuta_rep_c1910    	420	41	6	6	5.94	57.86	0	0	0	0	4	0
minuta_rep_c1911    	647	53	5	5	3.73	60.74	0	0	0	0	2	0
minuta_rep_c1912    	978	45	22	9	2.88	43.38	1	0	2	0	2	0
minuta_rep_c1913    	1062	44	34	14	3.61	42.57	5	0	0	0	2	0
minuta_rep_c1914    	261	41	8	6	3.73	47.13	0	0	0	0	0	0
minuta_rep_c1915    	528	48	6	6	2.59	44.11	2	0	0	0	1	0
minuta_rep_c1916    	405	38	5	5	4.05	50.86	0	0	0	0	0	0
minuta_rep_c1917    	394	50	35	16	7.00	46.70	0	0	0	0	11	0
minuta_rep_c1918    	835	43	8	6	2.15	47.34	28	0	0	0	2	0
minuta_rep_c1919    	606	49	6	6	3.45	38.64	16	0	0	0	2	0
minuta_rep_c1920    	350	50	7	5	2.75	43.84	1	0	0	0	1	0
minuta_rep_c1921    	870	37	8	6	2.17	41.62	5	0	0	0	1	0
minuta_rep_c1922    	1857	45	21	12	3.76	44.04	4	0	0	0	4	0
minuta_rep_c1923    	411	39	5	5	4.43	51.09	0	0	0	0	2	0
minuta_rep_c1924    	617	35	5	5	2.41	41.17	0	0	0	0	2	0
minuta_rep_c1925    	569	38	6	6	3.57	43.39	2	0	0	0	0	0
minuta_rep_c1926    	1177	36	7	4	2.22	43.94	4	0	1	0	3	0
minuta_rep_c1927    	531	58	20	17	9.17	34.22	2	0	0	0	5	0
minuta_rep_c1928    	136	51	11	10	4.43	45.93	1	0	0	0	1	0
minuta_rep_c1929    	651	40	5	5	2.65	42.84	2	0	0	0	3	0
minuta_rep_c1930    	754	47	7	4	1.96	62.01	9	0	0	0	2	0
minuta_rep_c1931    	364	53	6	6	3.55	53.44	1	0	0	0	0	0
minuta_rep_c1932    	649	55	5	5	2.62	55.97	4	0	0	0	1	0
minuta_rep_c1933    	464	32	6	4	1.81	44.92	1	0	0	0	0	0
minuta_rep_c1934    	938	41	7	6	3.01	45.57	1	0	0	0	4	0
minuta_rep_c1935    	304	72	5	5	4.81	51.64	0	0	0	0	0	0
minuta_rep_c1936    	368	43	8	8	6.57	55.98	0	0	0	0	1	0
minuta_rep_c1937    	672	50	8	6	2.88	48.81	2	0	0	0	1	0
minuta_rep_c1938    	1374	39	5	3	1.44	45.30	1	0	0	0	0	0
minuta_rep_c1939    	797	34	5	4	2.47	43.14	2	0	0	0	1	0
minuta_rep_c1940    	515	45	6	4	1.71	43.55	3	0	0	0	4	0
minuta_rep_c1941    	1712	53	26	15	4.88	43.51	18	0	0	0	2	0
minuta_rep_c1942    	187	46	5	5	2.82	42.78	0	0	0	0	1	0
minuta_rep_c1943    	362	71	6	6	3.61	47.24	0	0	0	0	0	0
minuta_rep_c1944    	1527	49	23	8	3.57	42.34	20	0	0	0	8	0
minuta_rep_c1945    	672	38	6	6	3.09	44.49	0	0	0	0	0	0
minuta_rep_c1946    	722	59	20	18	6.79	45.91	1	0	0	0	7	0
minuta_rep_c1947    	1045	51	21	11	3.53	47.89	3	0	0	0	3	0
minuta_rep_c1948    	1023	45	7	6	2.45	54.15	0	0	0	0	0	0
minuta_rep_c1949    	315	43	8	8	7.97	34.92	0	0	0	0	1	0
minuta_rep_c1950    	727	41	5	4	1.87	47.46	0	0	0	0	1	0
minuta_rep_c1951    	81	50	6	6	4.06	44.44	0	0	0	0	0	0
minuta_rep_c1952    	563	48	7	6	2.26	46.00	13	0	0	0	1	0
minuta_rep_c1953    	613	41	6	6	2.50	51.33	11	0	0	0	1	0
minuta_rep_c1954    	1334	55	23	16	7.12	37.56	0	0	0	0	4	0
minuta_rep_c1955    	248	70	7	7	6.56	35.08	0	0	0	0	0	0
minuta_rep_c1956    	329	42	7	7	6.67	67.78	0	0	0	0	0	0
minuta_rep_c1957    	564	41	5	5	2.79	42.02	0	0	0	0	1	0
minuta_rep_c1958    	649	59	5	5	2.85	44.53	0	0	0	0	4	0
minuta_rep_c1959    	306	39	7	6	2.25	44.44	0	0	0	0	3	0
minuta_rep_c1960    	524	59	7	7	3.84	28.54	2	0	0	0	2	0
minuta_rep_c1961    	868	37	5	5	2.67	50.12	0	0	0	0	1	0
minuta_rep_c1962    	740	38	6	4	2.19	47.84	0	0	0	0	4	0
minuta_rep_c1963    	181	44	6	5	2.22	43.65	0	0	0	0	0	0
minuta_rep_c1964    	1000	42	7	5	2.01	47.39	2	0	0	0	0	0
minuta_rep_c1965    	506	52	6	6	4.55	44.47	0	0	0	0	0	0
minuta_rep_c1966    	978	33	5	3	1.56	43.35	0	0	0	0	4	0
minuta_rep_c1967    	1182	58	29	16	7.11	69.54	0	0	0	0	4	0
minuta_rep_c1968    	345	61	5	5	4.09	56.27	2	0	0	0	2	0
minuta_rep_c1969    	738	38	6	5	3.05	62.06	0	0	0	0	9	0
minuta_rep_c1970    	115	48	5	4	2.43	46.09	0	0	0	0	0	0
minuta_rep_c1971    	466	40	5	4	3.06	42.37	1	0	0	0	4	0
minuta_rep_c1972    	534	42	6	5	2.59	55.81	0	0	0	0	1	0
minuta_c1973        	567	42	7	4	1.72	43.46	1	0	0	0	4	0
minuta_rep_c1974    	1216	36	6	4	1.89	64.36	1	0	0	0	0	0
minuta_rep_c1975    	347	63	22	22	17.86	67.44	0	0	0	0	0	0
minuta_rep_c1976    	736	68	8	5	3.37	33.52	5	0	0	0	2	0
minuta_rep_c1977    	1045	39	5	4	1.72	42.69	5	0	0	0	2	0
minuta_rep_c1978    	365	55	7	5	4.08	45.75	0	0	0	0	0	0
minuta_rep_c1979    	336	36	5	5	2.10	43.07	4	0	0	0	0	0
minuta_rep_c1980    	934	40	7	4	2.50	57.98	1	0	0	0	1	0
minuta_rep_c1981    	365	65	5	5	4.14	47.80	1	0	0	0	1	0
minuta_rep_c1982    	457	45	7	7	4.17	43.76	0	0	0	0	4	0
minuta_rep_c1983    	326	68	5	5	4.66	50.92	0	0	0	0	1	0
minuta_rep_c1984    	1049	38	7	4	2.13	48.52	0	0	0	0	1	0
minuta_rep_c1985    	218	44	6	6	5.58	54.59	0	0	0	0	0	0
minuta_rep_c1986    	869	45	6	4	2.36	55.04	6	0	0	0	0	0
minuta_rep_c1987    	625	35	5	5	2.54	46.56	0	0	0	0	1	0
minuta_rep_c1988    	202	43	7	6	3.01	46.53	0	0	0	0	0	0
minuta_rep_c1989    	561	32	8	7	2.89	56.96	8	0	0	0	3	0
minuta_rep_c1990    	836	38	6	3	1.40	40.36	1	0	0	0	0	0
minuta_rep_c1991    	477	37	7	6	4.06	68.34	0	0	0	0	2	0
minuta_rep_c1992    	1484	44	19	7	2.47	44.91	10	0	0	0	1	0
minuta_rep_c1993    	790	30	6	6	2.01	62.91	0	0	0	0	3	0
minuta_rep_c1994    	815	45	6	3	1.75	47.27	9	0	0	0	1	0
minuta_rep_c1995    	415	48	5	5	3.24	45.30	0	0	0	0	0	0
minuta_rep_c1996    	539	44	7	7	3.31	39.52	0	0	0	0	0	0
minuta_rep_c1997    	245	38	5	5	4.92	43.27	0	0	0	0	1	0
minuta_rep_c1998    	578	34	7	7	3.44	47.75	0	0	0	0	2	0
minuta_rep_c1999    	844	65	35	29	13.85	43.48	0	0	0	0	2	0
minuta_rep_c2000    	715	43	6	5	2.00	50.85	7	0	0	0	0	0
minuta_rep_c2001    	907	36	6	3	1.80	59.60	1	0	0	0	3	0
minuta_rep_c2002    	455	51	6	4	2.91	64.62	0	0	0	0	2	0
minuta_rep_c2003    	364	47	5	4	3.16	47.93	1	0	0	0	3	0
minuta_rep_c2004    	547	42	10	5	2.08	43.12	2	0	0	0	0	0
minuta_rep_c2005    	1248	40	14	9	3.83	47.50	10	0	0	0	3	0
minuta_rep_c2006    	266	43	11	11	10.45	33.46	0	0	0	0	1	0
minuta_rep_c2007    	1348	43	8	4	1.94	43.90	13	0	0	0	3	0
minuta_rep_c2008    	607	37	5	5	2.65	42.57	1	0	0	0	5	0
minuta_rep_c2009    	1079	41	10	5	2.16	64.27	10	0	0	0	0	0
minuta_rep_c2010    	314	74	5	5	4.93	43.31	0	0	0	0	0	0
minuta_rep_c2011    	797	38	5	4	2.04	45.55	0	0	0	0	2	0
minuta_rep_c2012    	1035	42	7	4	2.21	50.19	1	0	0	0	1	0
minuta_rep_c2013    	467	49	6	6	4.83	45.18	0	0	0	0	0	0
minuta_rep_c2014    	337	63	6	4	2.99	33.04	1	0	0	0	0	0
minuta_rep_c2015    	661	42	7	7	4.17	39.33	0	0	0	0	1	0
minuta_rep_c2016    	1551	58	20	8	3.30	49.09	9	0	0	0	5	0
minuta_rep_c2017    	1181	38	12	6	2.12	39.27	25	0	0	0	1	0
minuta_rep_c2018    	162	40	5	5	2.28	36.42	0	0	0	0	0	0
minuta_rep_c2019    	334	37	7	7	6.87	32.93	0	0	0	0	7	0
minuta_rep_c2020    	517	66	7	6	4.58	35.20	0	0	0	0	4	0
minuta_rep_c2021    	644	56	6	5	3.53	44.91	5	0	0	0	1	0
minuta_rep_c2022    	307	37	5	5	4.33	40.07	0	0	0	0	3	0
minuta_rep_c2023    	595	50	5	5	3.10	55.22	1	0	0	0	2	0
minuta_rep_c2024    	675	46	7	5	2.83	65.88	1	0	0	0	2	0
minuta_rep_c2025    	793	53	9	8	3.63	38.35	3	0	0	0	5	0
minuta_rep_c2026    	768	42	8	5	3.45	66.27	12	0	0	0	5	0
minuta_rep_c2027    	911	39	7	3	1.46	42.53	1	0	0	0	0	0
minuta_rep_c2028    	321	39	8	8	6.66	44.86	0	0	0	0	4	0
minuta_rep_c2029    	812	48	9	6	2.75	40.47	4	0	0	0	3	0
minuta_c2030        	183	43	7	7	2.81	47.54	0	0	0	0	2	0
minuta_rep_c2031    	460	40	8	8	5.16	47.17	0	0	0	0	4	0
minuta_c2032        	485	43	7	6	3.05	46.80	0	0	0	0	0	0
minuta_rep_c2033    	2309	63	37	14	4.78	52.72	27	0	0	0	6	0
minuta_rep_c2034    	190	41	6	6	4.88	26.32	0	0	0	0	3	0
minuta_rep_c2035    	528	57	20	16	9.47	62.50	0	0	0	0	0	0
minuta_rep_c2036    	567	39	6	6	3.70	46.03	0	0	0	0	6	0
minuta_rep_c2037    	732	45	7	6	3.15	44.77	6	0	0	0	1	0
minuta_rep_c2038    	434	62	8	8	5.22	46.50	6	0	0	0	3	0
minuta_rep_c2039    	650	49	7	6	3.82	44.84	1	0	0	0	0	0
minuta_rep_c2040    	482	42	7	3	2.26	53.53	0	0	0	0	0	0
minuta_rep_c2041    	601	62	8	6	3.87	39.36	4	0	0	0	3	0
minuta_rep_c2042    	1159	71	23	9	4.80	39.06	30	0	0	0	5	0
minuta_rep_c2043    	497	37	5	4	1.96	69.56	1	0	0	0	1	0
minuta_rep_c2044    	110	56	6	6	3.67	44.55	0	0	0	0	1	0
minuta_rep_c2045    	529	52	5	4	2.45	49.05	3	0	0	0	1	0
minuta_rep_c2046    	498	56	6	6	3.92	54.42	0	0	0	0	0	0
minuta_rep_c2047    	502	34	5	4	2.42	45.51	12	0	0	0	1	0
minuta_rep_c2048    	668	56	7	6	3.70	38.29	2	0	0	0	3	0
minuta_rep_c2049    	1153	37	5	3	1.37	44.10	1	0	0	0	2	0
minuta_c2050        	644	52	11	9	3.21	48.45	0	0	0	0	1	0
minuta_rep_c2051    	500	60	6	6	4.71	52.40	0	0	0	0	1	0
minuta_rep_c2052    	590	63	7	5	3.49	45.57	15	0	0	0	0	0
minuta_rep_c2053    	2652	53	32	15	4.04	48.94	2	0	0	0	13	0
minuta_rep_c2054    	588	44	21	9	2.85	47.53	1	0	0	0	2	0
minuta_c2055        	883	35	8	6	2.41	45.10	4	0	1	0	0	0
minuta_rep_c2056    	594	55	5	5	2.43	50.00	0	0	0	0	5	0
minuta_rep_c2057    	1075	50	14	8	3.94	46.70	0	0	0	0	2	0
minuta_rep_c2058    	439	45	6	5	3.31	32.12	0	0	0	0	5	0
minuta_rep_c2059    	727	39	6	5	2.68	39.34	0	0	0	0	1	0
minuta_rep_c2060    	722	37	5	4	2.28	42.38	0	0	0	0	0	0
minuta_rep_c2061    	689	34	6	4	1.90	50.51	0	0	0	0	3	0
minuta_rep_c2062    	377	38	11	10	5.47	39.79	0	0	0	0	3	0
minuta_rep_c2063    	758	52	8	5	2.77	50.93	4	0	0	0	6	0
minuta_rep_c2064    	515	41	6	6	3.15	41.17	0	0	0	0	1	0
minuta_rep_c2065    	608	52	5	5	3.54	43.09	0	0	0	0	2	0
minuta_rep_c2066    	521	52	14	13	7.61	58.38	2	0	0	0	2	0
minuta_rep_c2067    	384	43	6	6	5.10	59.90	0	0	0	0	0	0
minuta_rep_c2068    	623	40	6	4	2.65	35.47	0	0	0	0	1	0
minuta_rep_c2069    	361	76	5	5	4.57	45.71	0	0	0	0	0	0
minuta_rep_c2070    	360	40	5	5	3.90	55.83	0	0	0	0	3	0
minuta_rep_c2071    	643	39	5	4	1.91	40.59	0	0	0	0	2	0
minuta_rep_c2072    	511	47	5	5	3.06	48.73	0	0	0	0	2	0
minuta_rep_c2073    	702	44	5	4	1.99	45.48	5	0	0	0	1	0
minuta_rep_c2074    	544	51	5	5	2.86	33.09	0	0	0	0	3	0
minuta_rep_c2075    	401	58	6	5	4.94	39.40	0	0	0	0	0	0
minuta_rep_c2076    	1698	46	46	17	3.65	44.28	2	0	0	0	8	0
minuta_rep_c2077    	786	41	7	4	2.81	49.87	2	0	0	0	0	0
minuta_rep_c2078    	1466	45	20	9	3.53	42.76	8	0	1	0	4	0
minuta_rep_c2079    	1253	44	7	5	1.73	47.50	11	0	0	0	0	0
minuta_rep_c2080    	1201	44	8	4	2.48	43.12	2	0	0	0	6	0
minuta_rep_c2081    	712	35	7	6	2.91	37.36	0	0	0	0	1	0
minuta_rep_c2082    	767	46	6	5	2.39	43.42	0	0	0	0	1	0
